1764041579.774624,0
1764041579.877493,22
1764041579.980865,46
1764041580.082977,60
1764041580.185494,59
1764041580.288365,59
1764041580.391010,60
1764041580.493365,59
1764041580.595753,58
1764041580.698029,59
1764041580.801183,60
1764041580.903893,58
1764041581.007094,47
1764041581.110632,44
1764041581.213298,44
1764041581.316066,47
1764041581.419174,45
1764041581.521799,47
1764041581.624380,45
1764041581.727007,45
1764041581.829281,46
1764041581.931699,43
1764041582.034332,41
1764041582.137106,40
1764041582.239230,40
1764041582.342083,42
1764041582.446640,40
1764041582.549304,39
1764041582.651774,41
1764041582.754333,41
1764041582.856682,42
1764041582.958843,42
1764041583.060994,43
1764041583.163202,49
1764041583.265507,51
1764041583.368521,51
1764041583.470786,52
1764041583.573733,51
1764041583.675972,53
1764041583.778656,53
1764041583.881043,55
1764041583.983256,54
1764041584.086497,47
1764041584.188669,47
1764041584.291333,48
1764041584.393629,48
1764041584.496157,48
1764041584.598122,48
1764041584.700870,48
1764041584.803859,48
1764041584.906412,51
1764041585.008854,50
1764041585.110774,52
1764041585.213003,59
1764041585.315459,58
1764041585.417904,57
1764041585.520603,59
1764041585.622587,58
1764041585.724609,59
1764041585.826853,60
1764041585.929095,58
1764041586.031612,59
1764041586.134198,58
1764041586.236638,57
1764041586.339235,51
1764041586.441366,51
1764041586.543933,49
1764041586.646137,45
1764041586.749079,45
1764041586.852050,45
1764041586.954341,41
1764041587.056360,29
1764041587.158500,30
1764041587.260473,31
1764041587.362653,32
1764041587.464802,33
1764041587.567130,33
1764041587.669534,33
1764041587.771906,33
1764041587.874113,35
1764041587.976968,36
1764041588.078973,35
1764041588.181566,36
1764041588.283721,37
1764041588.386280,38
1764041588.493454,38
1764041588.596386,41
1764041588.699690,42
1764041588.806767,42
1764041588.910648,42
1764041589.013480,43
1764041589.116464,44
1764041589.219245,43
1764041589.321691,44
1764041589.424546,45
1764041589.526890,46
1764041589.629376,44
1764041589.731804,46
1764041589.834085,47
1764041589.936390,47
1764041590.038727,47
1764041590.141636,47
1764041590.244267,48
1764041590.346978,49
1764041590.449583,50
1764041590.551969,49
1764041590.653923,50
1764041590.755800,51
1764041590.857985,51
1764041590.961195,52
1764041591.064027,53
1764041591.166938,52
1764041591.269413,52
1764041591.371607,53
1764041591.474318,53
1764041591.576799,56
1764041591.679298,55
1764041591.781396,57
1764041591.883414,56
1764041591.985472,57
1764041592.087376,58
1764041592.189324,58
1764041592.292045,58
1764041592.394578,60
1764041592.496714,59
1764041592.598771,60
1764041592.700859,59
1764041592.802995,58
1764041592.905237,35
1764041593.007219,30
1764041593.109393,30
1764041593.211399,32
1764041593.313681,32
1764041593.415538,33
1764041593.517320,32
1764041593.619462,33
1764041593.722362,33
1764041593.824634,34
1764041593.926923,35
1764041594.029182,36
1764041594.131480,36
1764041594.233407,36
1764041594.335449,36
1764041594.437532,37
1764041594.539601,37
1764041594.641828,39
1764041594.744048,40
1764041594.845969,40
1764041594.948605,40
1764041595.050385,40
1764041595.152705,41
1764041595.254666,41
1764041595.357107,43
1764041595.458873,43
1764041595.561436,43
1764041595.663809,43
1764041595.765920,43
1764041595.868506,45
1764041595.970820,45
1764041596.073218,46
1764041596.177541,46
1764041596.279809,47
1764041596.382195,48
1764041596.484651,49
1764041596.586778,48
1764041596.690807,49
1764041596.793465,50
1764041596.895783,50
1764041596.998064,52
1764041597.099749,52
1764041597.202190,53
1764041597.304216,52
1764041597.406654,53
1764041597.508486,53
1764041597.610596,54
1764041597.712745,54
1764041597.814490,56
1764041597.917017,56
1764041598.019314,57
1764041598.121532,57
1764041598.225831,57
1764041598.328053,57
1764041598.430143,57
1764041598.532814,59
1764041598.635152,58
1764041598.738254,60
1764041598.842224,59
1764041598.945528,59
1764041599.048350,59
1764041599.150804,60
1764041599.253535,60
1764041599.356384,58
1764041599.458967,58
1764041599.562904,34
1764041599.665018,31
1764041599.767480,31
1764041599.869938,33
1764041599.972069,32
1764041600.074197,34
1764041600.177102,34
1764041600.280609,35
1764041600.383391,36
1764041600.486185,36
1764041600.589744,36
1764041600.692234,38
1764041600.794887,36
1764041600.902928,38
1764041601.007565,38
1764041601.112850,40
1764041601.215360,41
1764041601.318113,41
1764041601.421226,41
1764041601.524647,41
1764041601.629246,43
1764041601.732349,43
1764041601.835895,44
1764041601.938671,44
1764041602.041776,45
1764041602.145272,45
1764041602.248447,46
1764041602.351093,45
1764041602.453971,46
1764041602.557178,46
1764041602.659339,48
1764041602.762129,47
1764041602.864425,50
1764041602.966614,50
1764041603.069058,50
1764041603.174207,48
1764041603.278034,50
1764041603.380646,50
1764041603.483073,52
1764041603.585829,51
1764041603.688489,50
1764041603.790863,51
1764041603.893625,52
1764041603.996459,52
1764041604.098478,51
1764041604.201436,53
1764041604.304210,52
1764041604.406490,54
1764041604.508596,55
1764041604.610796,54
1764041604.712940,55
1764041604.815320,54
1764041604.917606,55
1764041605.020139,57
1764041605.122300,56
1764041605.225084,56
1764041605.327360,56
1764041605.429837,58
1764041605.532377,59
1764041605.634687,58
1764041605.736757,57
1764041605.839436,58
1764041605.942353,57
1764041606.044847,58
1764041606.147413,58
1764041606.249949,29
1764041606.352805,30
1764041606.454914,30
1764041606.557113,30
1764041606.659761,33
1764041606.762568,33
1764041606.864845,35
1764041606.968224,34
1764041607.070585,33
1764041607.173290,35
1764041607.275907,34
1764041607.378852,36
1764041607.481515,36
1764041607.584503,37
1764041607.686730,37
1764041607.791958,40
1764041607.894767,39
1764041607.997273,40
1764041608.100086,41
1764041608.203258,42
1764041608.305736,42
1764041608.408780,42
1764041608.511288,42
1764041608.614563,44
1764041608.717035,45
1764041608.819517,45
1764041608.921998,44
1764041609.024579,46
1764041609.127050,46
1764041609.229620,46
1764041609.331885,46
1764041609.433955,48
1764041609.536660,47
1764041609.638898,48
1764041609.741167,49
1764041609.843574,49
1764041609.946407,49
1764041610.048872,50
1764041610.154137,51
1764041610.257325,50
1764041610.359745,51
1764041610.462239,52
1764041610.564720,53
1764041610.669095,52
1764041610.771248,53
1764041610.875955,53
1764041610.979062,54
1764041611.081574,54
1764041611.184206,55
1764041611.287612,55
1764041611.390657,56
1764041611.493060,55
1764041611.596350,57
1764041611.699295,57
1764041611.801909,57
1764041611.904634,57
1764041612.006770,57
1764041612.109701,58
1764041612.212995,59
1764041612.315790,60
1764041612.419202,59
1764041612.521412,60
1764041612.624061,59
1764041612.726403,30
1764041612.829424,31
1764041612.931770,31
1764041613.034137,32
1764041613.136681,31
1764041613.238955,33
1764041613.341944,34
1764041613.444820,35
1764041613.547132,34
1764041613.649627,35
1764041613.752342,37
1764041613.854553,37
1764041613.957208,36
1764041614.059667,38
1764041614.162229,38
1764041614.264580,38
1764041614.367300,40
1764041614.469735,40
1764041614.571743,40
1764041614.673732,42
1764041614.776158,42
1764041614.880212,43
1764041614.982702,43
1764041615.085279,42
1764041615.187867,44
1764041615.290052,44
1764041615.392285,44
1764041615.494466,46
1764041615.596490,46
1764041615.698712,47
1764041615.801276,46
1764041615.904567,46
1764041616.011824,47
1764041616.113940,49
1764041616.216354,49
1764041616.318816,49
1764041616.452436,49
1764041616.556478,52
1764041616.663358,52
1764041616.767838,53
1764041616.871661,51
1764041616.974837,52
1764041617.078006,52
1764041617.180604,52
1764041617.282948,54
1764041617.385937,54
1764041617.488628,53
1764041617.591921,55
1764041617.695846,55
1764041617.798399,56
1764041617.904568,55
1764041618.007624,56
1764041618.110401,55
1764041618.213339,57
1764041618.316020,56
1764041618.418539,57
1764041618.521938,58
1764041618.625073,58
1764041618.728086,59
1764041618.830459,59
1764041618.933010,59
1764041619.035811,59
1764041619.138398,58
1764041619.241143,58
1764041619.343344,29
1764041619.445867,30
1764041619.549163,31
1764041619.651544,32
1764041619.753685,31
1764041619.856307,33
1764041619.958885,33
1764041620.062374,33
1764041620.164812,34
1764041620.267228,34
1764041620.370264,35
1764041620.473040,38
1764041620.576075,38
1764041620.678344,38
1764041620.781627,39
1764041620.884669,39
1764041620.987007,40
1764041621.089257,40
1764041621.191679,40
1764041621.294569,42
1764041621.397300,41
1764041621.499829,43
1764041621.602538,43
1764041621.705087,43
1764041621.807253,43
1764041621.909677,45
1764041622.012471,44
1764041622.115072,46
1764041622.216890,46
1764041622.319436,47
1764041622.421684,47
1764041622.524264,47
1764041622.628452,48
1764041622.730561,49
1764041622.832998,49
1764041622.935633,50
1764041623.037895,50
1764041623.140019,49
1764041623.242191,50
1764041623.344835,51
1764041623.447034,52
1764041623.548936,52
1764041623.651089,52
1764041623.753288,53
1764041623.855946,54
1764041623.959880,54
1764041624.062572,53
1764041624.166291,54
1764041624.268561,55
1764041624.371705,55
1764041624.473955,55
1764041624.576565,55
1764041624.678694,57
1764041624.781320,56
1764041624.883256,57
1764041624.985514,56
1764041625.088495,58
1764041625.190399,58
1764041625.292789,59
1764041625.394742,59
1764041625.497147,59
1764041625.599258,59
1764041625.701825,49
1764041625.804404,30
1764041625.907158,31
1764041626.009149,31
1764041626.111273,32
1764041626.213314,33
1764041626.315145,34
1764041626.417368,34
1764041626.520221,33
1764041626.622350,35
1764041626.724581,36
1764041626.826731,36
1764041626.928791,37
1764041627.030898,37
1764041627.132953,38
1764041627.234960,39
1764041627.337141,40
1764041627.439764,40
1764041627.541628,39
1764041627.643523,41
1764041627.745717,42
1764041627.847609,42
1764041627.950164,42
1764041628.052458,42
1764041628.154343,44
1764041628.256771,44
1764041628.359292,45
1764041628.461854,45
1764041628.574053,45
1764041628.678020,46
1764041628.781031,46
1764041628.883816,47
1764041628.986691,47
1764041629.089900,46
1764041629.192626,47
1764041629.295781,49
1764041629.398877,48
1764041629.501938,49
1764041629.605305,51
1764041629.707795,50
1764041629.810210,51
1764041629.912576,51
1764041630.015039,52
1764041630.121171,52
1764041630.224374,52
1764041630.326937,53
1764041630.429517,53
1764041630.532821,54
1764041630.668639,55
1764041630.770687,55
1764041630.873783,57
1764041630.977040,56
1764041631.079748,57
1764041631.182248,57
1764041631.284983,57
1764041631.387376,58
1764041631.491206,57
1764041631.593783,57
1764041631.698486,58
1764041631.801701,59
1764041631.903996,58
1764041632.006954,59
1764041632.109785,58
1764041632.211976,57
1764041632.314953,29
1764041632.418011,30
1764041632.520460,32
1764041632.623750,33
1764041632.726729,33
1764041632.829324,33
1764041632.932050,35
1764041633.034856,35
1764041633.137271,34
1764041633.239746,36
1764041633.342925,35
1764041633.445819,37
1764041633.548474,39
1764041633.655411,39
1764041633.757912,39
1764041633.860111,40
1764041633.962992,39
1764041634.066351,40
1764041634.169537,41
1764041634.273036,40
1764041634.376523,42
1764041634.479381,43
1764041634.581655,42
1764041634.686142,43
1764041634.788459,44
1764041634.891016,45
1764041634.993348,45
1764041635.095725,45
1764041635.198139,46
1764041635.300340,46
1764041635.403032,47
1764041635.505411,48
1764041635.607674,48
1764041635.709627,49
1764041635.812102,48
1764041635.915059,49
1764041636.018156,49
1764041636.121308,50
1764041636.224024,51
